"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"28/11/2021","821.840.000","794.217.024","825.000.000","776.100.992","0,11K","3,48%"
"27/11/2021","794.217.024","780.000.000","799.571.008","780.000.000","0,06K","1,82%"
"26/11/2021","780.001.024","842.566.976","845.000.000","780.000.000","0,13K","-7,43%"
"25/11/2021","842.566.976","817.198.016","849.411.008","817.000.000","0,10K","3,10%"
"24/11/2021","817.198.016","823.404.992","823.404.992","803.635.008","0,08K","-0,75%"
"23/11/2021","823.404.992","809.425.024","825.000.000","801.000.000","0,09K","1,73%"
"22/11/2021","809.401.984","840.505.984","847.649.984","801.000.000","0,07K","-3,64%"
"21/11/2021","840.000.000","851.446.976","855.110.016","837.449.984","0,03K","-1,35%"
"20/11/2021","851.496.000","832.982.016","853.916.992","825.000.000","0,04K","2,12%"
"19/11/2021","833.820.032","816.793.984","835.593.024","799.819.008","0,07K","1,95%"
"18/11/2021","817.910.016","867.182.976","872.473.024","812.499.008","0,09K","-5,54%"
"17/11/2021","865.867.008","866.979.968","872.424.000","845.075.008","0,07K","-0,02%"
"16/11/2021","866.075.008","915.659.008","915.659.008","851.900.992","0,12K","-5,42%"
"15/11/2021","915.660.032","932.739.968","943.651.968","910.505.984","0,08K","-1,83%"
"14/11/2021","932.739.008","918.713.024","932.739.008","910.070.976","0,05K","1,53%"
"13/11/2021","918.713.024","918.958.016","926.000.000","906.262.976","0,05K","-0,03%"
"12/11/2021","918.995.008","930.523.008","933.988.992","892.297.984","0,07K","-1,24%"
"11/11/2021","930.523.008","937.756.032","938.489.024","927.000.000","0,06K","-0,79%"
"10/11/2021","937.940.992","955.000.000","978.060.032","919.000.000","0,13K","-1,79%"
"09/11/2021","955.000.000","958.019.008","968.392.000","946.291.008","0,19K","-0,36%"
"08/11/2021","958.497.024","902.390.016","958.947.008","902.390.016","0,33K","6,22%"
"07/11/2021","902.390.016","879.056.000","902.390.016","878.688.000","0,08K","2,65%"
"06/11/2021","879.057.024","876.654.016","882.750.976","867.001.984","0,06K","0,27%"
"05/11/2021","876.654.016","881.278.976","895.000.000","875.587.968","0,07K","-0,48%"
"04/11/2021","880.899.008","896.001.024","898.216.000","873.923.968","0,06K","-1,69%"
"03/11/2021","896.001.024","896.452.992","903.000.000","871.467.008","0,08K","-0,07%"
"02/11/2021","896.600.000","869.990.016","910.622.976","866.000.000","0,21K","2,77%"
"01/11/2021","872.400.000","871.510.016","887.000.000","852.001.024","0,12K","0,10%"
"31/10/2021","871.510.016","878.000.000","884.972.992","857.142.016","0,07K","-0,66%"
"30/10/2021","877.273.984","880.715.008","882.000.000","865.500.032","0,06K","-0,39%"
"29/10/2021","880.715.008","859.996.032","887.932.992","853.592.000","0,11K","2,41%"
"28/10/2021","859.996.032","838.814.976","880.000.000","835.699.968","0,11K","2,52%"
"27/10/2021","838.816.000","855.649.024","870.000.000","835.000.000","0,13K","-1,97%"
"26/10/2021","855.649.024","886.545.024","889.601.024","851.051.008","0,11K","-3,48%"
"25/10/2021","886.545.024","858.344.000","895.200.000","855.460.992","0,10K","3,29%"
"24/10/2021","858.344.000","866.073.024","868.398.976","845.000.000","0,09K","-0,98%"
"23/10/2021","866.835.968","861.940.992","872.000.000","850.000.000","0,07K","0,56%"
"22/10/2021","862.001.024","878.502.976","897.000.000","853.500.992","0,12K","-1,88%"
"21/10/2021","878.502.976","920.353.024","929.996.032","878.001.024","0,18K","-4,55%"
"20/10/2021","920.353.984","901.739.008","932.907.008","893.000.000","0,14K","2,16%"
"19/10/2021","900.908.992","873.998.976","902.000.000","869.076.992","0,14K","3,13%"
"18/10/2021","873.603.008","865.142.016","877.998.976","849.000.000","0,12K","0,98%"
"17/10/2021","865.142.016","856.140.992","865.142.976","834.200.000","0,05K","1,05%"
"16/10/2021","856.145.984","865.000.000","875.000.000","847.088.000","0,07K","-1,02%"
"15/10/2021","864.998.016","806.499.968","878.398.016","803.000.000","0,25K","7,17%"
"14/10/2021","807.100.032","813.020.032","824.227.008","802.726.976","0,11K","-0,73%"
"13/10/2021","813.020.032","800.779.008","816.560.000","777.153.984","0,10K","1,50%"
"12/10/2021","801.008.000","819.790.976","822.840.000","775.121.984","0,10K","-2,26%"
"11/10/2021","819.571.008","779.273.024","824.000.000","778.043.008","0,15K","4,95%"
"10/10/2021","780.952.000","781.012.992","800.000.000","774.000.000","0,10K","-0,01%"
"09/10/2021","781.012.992","770.515.968","786.470.976","768.297.024","0,04K","1,42%"
"08/10/2021","770.060.992","764.270.976","792.499.968","764.270.976","0,10K","0,73%"
"07/10/2021","764.446.016","788.364.032","788.364.992","763.001.024","0,11K","-3,03%"
"06/10/2021","788.364.032","731.950.976","791.304.000","720.502.016","0,17K","7,78%"
"05/10/2021","731.473.024","697.931.008","735.000.000","694.936.000","0,11K","5,26%"
"04/10/2021","694.936.000","685.516.992","702.009.024","672.790.016","0,14K","1,37%"
"03/10/2021","685.516.992","679.318.976","697.256.000","671.350.976","0,08K","0,91%"
"02/10/2021","679.318.976","684.121.024","686.918.976","675.203.008","0,10K","-0,70%"
"01/10/2021","684.118.016","625.750.016","688.000.000","617.777.024","0,21K","9,33%"
"30/09/2021","625.750.016","598.499.008","629.251.008","597.824.000","0,21K","4,55%"
"29/09/2021","598.499.008","591.918.016","610.342.016","590.009.984","0,06K","1,17%"
"28/09/2021","591.606.016","619.609.984","619.609.984","591.144.000","0,13K","-4,52%"
"27/09/2021","619.609.984","619.089.984","632.529.984","612.577.984","0,07K","0,13%"
"26/09/2021","618.800.000","613.897.024","626.972.032","594.000.000","0,08K","0,80%"
"25/09/2021","613.897.024","614.292.992","616.452.992","600.953.984","0,04K","-0,11%"
"24/09/2021","614.547.968","637.697.984","644.081.024","592.000.000","0,18K","-3,63%"
"23/09/2021","637.697.984","624.000.000","637.697.984","617.420.992","0,40K","2,20%"
"22/09/2021","624.000.000","591.201.024","628.499.968","591.201.024","0,09K","5,55%"
"21/09/2021","591.201.024","622.784.000","628.998.976","580.281.984","0,16K","-4,66%"
"20/09/2021","620.072.000","679.593.984","681.894.976","618.468.992","0,19K","-8,76%"
"19/09/2021","679.593.984","692.758.976","694.000.000","676.499.968","0,04K","-1,88%"
"18/09/2021","692.622.976","679.384.000","698.998.016","677.500.992","0,05K","1,95%"
"17/09/2021","679.384.000","682.584.000","688.110.976","676.121.984","0,05K","-0,47%"
"16/09/2021","682.576.000","686.284.992","691.148.992","675.800.000","0,07K","-0,54%"
"15/09/2021","686.284.032","672.776.000","692.400.000","670.012.032","0,08K","2,01%"
"14/09/2021","672.774.976","648.806.976","674.609.024","648.600.000","0,07K","3,69%"
"13/09/2021","648.806.976","662.700.032","668.662.976","637.307.008","0,11K","-2,10%"
"12/09/2021","662.700.032","653.265.984","667.000.000","648.339.968","0,04K","1,44%"
"11/09/2021","653.265.984","649.721.024","663.683.968","649.720.000","0,04K","0,55%"
"10/09/2021","649.720.000","669.158.016","675.929.024","645.000.000","0,10K","-2,90%"
"09/09/2021","669.158.016","667.016.000","680.000.000","666.969.024","0,09K","-2,04%"
"07/09/2021","683.078.016","683.078.016","683.078.016","683.078.016","","-3,05%"
"02/09/2021","704.601.984","695.353.984","705.248.000","695.353.024","0,12K","1,33%"
"01/09/2021","695.353.984","695.022.016","695.353.984","695.022.016","0,08K","-1,02%"
"30/08/2021","702.521.024","702.520.000","702.521.024","702.520.000","0,08K","-2,27%"
"23/08/2021","718.822.016","708.492.032","720.000.000","706.769.984","0,08K","1,46%"
"22/08/2021","708.492.992","701.563.008","709.000.000","693.998.976","0,06K","0,99%"
"21/08/2021","701.563.008","704.150.016","708.888.000","694.000.000","0,07K","-0,37%"
"20/08/2021","704.150.016","669.948.992","704.150.016","669.948.032","0,16K","5,11%"
"19/08/2021","669.948.992","654.334.016","675.000.000","642.742.976","0,11K","2,37%"
"18/08/2021","654.444.992","653.219.968","665.000.000","649.000.000","0,11K","0,19%"
"17/08/2021","653.219.968","665.464.000","676.388.992","650.745.024","0,14K","-1,84%"
"16/08/2021","665.462.976","669.387.008","681.000.000","660.428.032","0,13K","-0,59%"
"15/08/2021","669.387.008","668.622.976","672.000.000","653.918.016","0,09K","0,11%"
"14/08/2021","668.622.976","678.297.024","679.587.008","658.000.000","0,09K","-1,43%"
"13/08/2021","678.297.024","641.344.000","680.000.000","640.003.968","0,12K","5,76%"
"12/08/2021","641.344.000","657.556.992","664.550.016","632.656.000","0,10K","-2,47%"
"11/08/2021","657.556.992","656.419.968","671.500.032","653.830.976","0,09K","0,17%"
"10/08/2021","656.419.968","663.000.000","663.985.984","644.288.000","0,09K","-0,99%"
"09/08/2021","663.000.000","627.209.984","664.150.016","617.000.000","0,14K","5,71%"
"08/08/2021","627.209.984","635.000.000","645.500.032","621.216.000","0,11K","-1,23%"
"07/08/2021","635.000.000","611.500.032","635.000.000","611.000.000","0,13K","3,84%"
"06/08/2021","611.500.032","584.009.024","618.000.000","571.153.984","0,18K","4,71%"
"05/08/2021","584.009.024","570.281.984","589.502.016","540.000.000","0,14K","2,41%"
"04/08/2021","570.281.984","551.827.008","572.208.000","542.200.000","0,09K","3,34%"
"03/08/2021","551.827.008","568.145.024","575.000.000","547.160.000","0,08K","-2,87%"
"02/08/2021","568.145.024","579.201.024","588.326.016","562.001.024","0,09K","-2,39%"
"01/08/2021","582.040.000","599.315.008","612.049.984","578.000.000","0,11K","-2,88%"
"31/07/2021","599.315.008","609.000.000","610.000.000","595.022.016","0,07K","-1,59%"
"30/07/2021","609.000.000","578.105.984","610.000.000","555.555.968","0,16K","5,34%"
"29/07/2021","578.105.984","579.260.032","585.998.976","570.000.000","0,09K","-0,20%"
"28/07/2021","579.260.032","569.894.976","590.000.000","563.200.000","0,13K","1,64%"
"27/07/2021","569.894.976","542.998.976","569.998.976","528.000.992","0,13K","4,70%"
"26/07/2021","544.310.016","510.000.000","580.000.000","508.086.016","0,28K","6,73%"
"25/07/2021","510.000.000","500.207.008","510.000.000","490.004.000","0,15K","4,33%"
"24/07/2021","488.856.000","485.254.016","490.203.008","481.343.008","0,11K","0,84%"
"23/07/2021","484.800.000","468.000.000","484.800.000","465.320.992","0,09K","3,59%"
"22/07/2021","468.000.000","466.631.008","470.500.000","460.500.000","0,11K","0,29%"
"21/07/2021","466.631.008","434.780.000","473.681.984","434.454.016","0,09K","7,33%"
"20/07/2021","434.780.000","452.073.984","454.368.992","431.900.000","0,08K","-3,83%"
"19/07/2021","452.073.984","462.300.000","462.876.992","448.177.984","0,08K","-2,21%"
"18/07/2021","462.300.000","457.944.000","468.999.008","455.111.008","0,04K","0,95%"
"17/07/2021","457.944.000","456.803.008","463.617.984","454.504.000","0,03K","0,25%"
"16/07/2021","456.803.008","462.564.992","467.111.008","453.000.000","0,06K","-1,25%"
"15/07/2021","462.564.992","476.604.992","480.000.000","455.332.992","0,08K","-2,95%"
"14/07/2021","476.604.992","476.286.016","479.494.016","463.000.000","0,08K","0,07%"
"13/07/2021","476.286.016","482.200.000","484.004.000","471.000.992","0,06K","-1,28%"
"12/07/2021","482.446.016","495.204.992","499.676.992","476.000.000","0,08K","-2,58%"
"11/07/2021","495.204.992","487.271.008","498.776.000","484.913.984","0,05K","1,63%"
"10/07/2021","487.271.008","492.200.992","496.000.000","481.976.992","0,11K","-1,00%"
"09/07/2021","492.200.992","480.995.008","494.500.000","475.200.000","0,08K","2,33%"
"08/07/2021","480.995.008","492.100.992","492.468.992","473.140.000","0,12K","-2,29%"
"07/07/2021","492.276.992","497.000.000","504.000.992","491.750.016","0,10K","-0,62%"
"06/07/2021","495.336.992","495.662.016","499.999.008","493.350.016","0,12K","-0,07%"
"05/07/2021","495.662.016","508.200.000","508.200.000","495.662.016","0,11K","-2,47%"
"04/07/2021","508.200.000","510.003.008","510.003.008","508.200.000","0,05K","1,50%"
"03/07/2021","500.672.992","489.999.008","500.672.992","489.999.008","0,06K","2,18%"
"02/07/2021","489.999.008","486.764.992","489.999.008","486.764.992","0,09K","0,66%"
"01/07/2021","486.764.992","509.000.000","509.000.000","484.276.000","0,12K","-4,37%"
"30/06/2021","509.000.000","517.886.016","517.886.016","509.000.000","0,13K","-1,72%"
"29/06/2021","517.886.016","498.000.000","517.886.016","498.000.000","0,18K","3,99%"
"28/06/2021","498.000.000","499.948.992","499.948.992","492.000.992","0,13K","-0,39%"
"27/06/2021","499.948.992","469.080.992","499.948.992","469.080.992","0,12K","6,58%"
"26/06/2021","469.080.992","461.152.992","469.080.992","460.000.000","0,12K","1,72%"
"25/06/2021","461.152.992","495.260.992","495.260.992","461.152.992","0,14K","-6,89%"
"24/06/2021","495.260.992","486.248.992","495.260.992","486.248.992","0,12K","1,85%"
"23/06/2021","486.248.992","474.875.008","486.248.992","474.875.008","0,12K","2,40%"
"22/06/2021","474.875.008","465.448.992","474.875.008","465.448.992","0,30K","2,03%"
"21/06/2021","465.448.992","519.583.008","519.583.008","465.448.992","0,24K","-10,42%"
"20/06/2021","519.583.008","518.131.008","519.583.008","518.131.008","0,14K","0,28%"
"19/06/2021","518.131.008","521.462.016","521.462.016","518.131.008","0,09K","-0,64%"
"18/06/2021","521.462.016","552.668.032","552.668.032","521.462.016","0,09K","-5,65%"
"17/06/2021","552.668.032","554.691.008","568.000.000","552.668.032","0,09K","-0,36%"
"16/06/2021","554.691.008","574.000.000","574.000.000","554.691.008","0,09K","-3,36%"
"15/06/2021","574.000.000","572.004.992","574.115.008","572.004.992","0,11K","0,35%"
"14/06/2021","572.004.992","560.001.984","572.004.992","560.001.984","0,14K","2,14%"
"13/06/2021","560.001.984","515.000.000","560.001.984","515.000.000","0,11K","8,74%"
"12/06/2021","515.000.000","537.710.016","537.710.016","515.000.000","0,08K","-4,22%"
"11/06/2021","537.710.016","526.753.984","537.710.016","526.753.984","0,10K","2,08%"
"10/06/2021","526.753.984","537.500.032","537.500.032","526.753.984","0,18K","-1,93%"
"09/06/2021","537.102.016","487.000.992","537.102.016","487.000.992","0,18K","10,29%"
"08/06/2021","487.000.992","492.840.992","492.840.992","487.000.992","0,18K","-1,18%"
"07/06/2021","492.840.992","523.123.008","523.123.008","492.840.992","0,14K","-5,79%"
"06/06/2021","523.123.008","520.000.992","523.123.008","520.000.992","0,06K","0,60%"
"05/06/2021","520.000.992","536.171.008","536.171.008","520.000.992","0,11K","-3,02%"
"04/06/2021","536.171.008","563.566.976","563.566.976","535.651.008","0,10K","-4,86%"
"03/06/2021","563.566.976","542.497.984","563.566.976","542.497.984","0,12K","3,88%"
"02/06/2021","542.497.984","533.054.016","542.497.984","533.054.016","0,14K","1,77%"
"01/06/2021","533.054.016","545.300.992","545.300.992","533.054.016","0,13K","-2,25%"
"31/05/2021","545.300.992","525.499.008","545.300.992","514.604.000","0,14K","3,77%"
"30/05/2021","525.499.008","511.648.000","525.499.008","511.648.000","0,10K","2,71%"
"29/05/2021","511.647.008","527.912.992","527.912.992","511.647.008","0,13K","-3,08%"
"28/05/2021","527.912.992","565.996.992","565.996.992","527.912.992","0,19K","-6,73%"
"27/05/2021","565.996.992","578.152.000","579.689.024","565.996.992","0,16K","-2,10%"
"26/05/2021","578.152.000","563.980.032","578.152.000","563.980.032","0,16K","2,51%"
"25/05/2021","563.980.032","571.358.976","571.358.976","556.300.992","0,22K","-1,29%"
"24/05/2021","571.358.976","520.612.992","571.358.976","520.612.992","0,19K","9,75%"
"23/05/2021","520.612.992","564.008.000","564.008.000","517.000.000","0,29K","-7,69%"
"22/05/2021","564.008.000","567.499.008","567.499.008","564.008.000","0,22K","-0,62%"
"21/05/2021","567.499.008","611.139.968","611.139.968","567.499.008","0,24K","-7,14%"
"20/05/2021","611.139.968","570.001.984","611.139.968","570.001.984","0,38K","7,02%"
"19/05/2021","571.056.000","640.672.000","640.672.000","571.056.000","0,63K","-10,87%"
"18/05/2021","640.686.976","651.630.976","651.630.976","640.686.976","0,18K","-1,51%"
"17/05/2021","650.531.968","704.451.968","704.451.968","650.531.968","0,34K","-7,65%"
"16/05/2021","704.451.968","710.985.984","727.886.016","704.451.968","0,23K","-0,92%"
"15/05/2021","710.990.016","740.803.968","740.803.968","710.990.016","0,17K","-4,02%"
"14/05/2021","740.803.968","753.609.024","753.609.024","740.803.968","0,15K","-1,70%"
"13/05/2021","753.609.984","780.001.024","780.001.024","753.609.984","0,54K","-3,41%"
"12/05/2021","780.200.000","839.971.008","844.534.976","780.200.000","0,20K","-7,12%"
"11/05/2021","839.971.008","848.888.000","848.888.000","821.563.008","0,18K","-1,05%"
"10/05/2021","848.888.000","859.001.984","859.001.984","847.635.008","0,18K","-1,18%"
"09/05/2021","859.006.016","858.588.992","859.006.016","853.907.968","0,17K","0,05%"
"08/05/2021","858.588.992","837.513.024","858.588.992","837.513.024","0,13K","2,52%"
"07/05/2021","837.513.024","829.590.976","837.513.024","823.649.984","0,11K","0,95%"
"06/05/2021","829.590.976","842.265.024","850.249.984","829.590.976","0,10K","-1,50%"
"05/05/2021","842.265.024","801.000.000","854.998.976","801.000.000","0,14K","5,15%"
"04/05/2021","801.001.024","840.004.992","840.004.992","801.001.024","0,11K","-4,64%"
"03/05/2021","840.003.968","827.715.008","847.497.984","827.715.008","0,11K","1,48%"
"02/05/2021","827.715.008","839.243.008","839.243.008","827.715.008","0,06K","-1,37%"
"01/05/2021","839.243.008","839.086.976","839.243.008","839.086.976","0,08K","0,02%"
"30/04/2021","839.086.976","792.000.000","839.086.976","792.000.000","0,11K","5,95%"
"29/04/2021","792.000.000","809.995.008","809.995.008","792.000.000","0,11K","-2,22%"
"28/04/2021","809.995.008","815.998.976","815.998.976","805.000.000","0,09K","-0,74%"
"27/04/2021","815.998.976","801.308.992","815.998.976","801.308.992","0,10K","1,83%"
"26/04/2021","801.308.992","757.590.016","801.308.992","757.590.016","0,15K","5,77%"
"25/04/2021","757.590.016","768.000.000","768.000.000","757.590.016","0,12K","-1,36%"
"24/04/2021","768.000.000","778.275.968","778.275.968","766.003.008","0,10K","-1,32%"
